id,Predicted_Puani
192,35.308965208748226
193,41.803985058995224
194,43.87696805308089
195,40.43579818700996
196,17.330961295576568
197,38.15095150600349
198,35.63934521127457
199,37.9576642630288
200,16.876468334556535
201,46.301173691347756
202,40.443746075425985
203,39.9182389717552
204,33.952794186588974
205,14.05651785396357
206,39.432461231475955
207,23.1842784105498
208,29.31504025287051
209,29.428733066262676
210,47.04397090705546
211,38.588038482832246
212,47.64306597737874
213,32.28182262846084
214,19.67739767513823
215,54.62409364203128
216,47.64656158984271
217,16.252161868787084
218,26.69492225233273
219,51.902271318282644
220,40.318336206230214
221,27.633481565850868
222,26.43017131230979
223,29.029238814188496
224,27.452250762665862
225,30.660962852254606
226,25.476074148933066
227,37.86690815514196
228,46.93559217685199
229,23.819074885904904
230,20.220967048507827
231,27.29560392891573
232,41.4430513445501
233,25.48167786347613
234,32.643876314084025
235,24.06149945477457
236,40.918121923391666
237,47.065514418130256
238,49.98283185458635
239,37.83216142056733
240,53.39780949682555
241,27.465419924588268
242,14.410162289650657
243,44.62319411245273
244,37.43275451422966
245,47.69470572648345
246,36.402376087427555
247,27.38667122885498
248,25.117572251568543
249,5.816560504540471
250,29.9706083202202
251,27.55527457818443
252,43.57132480545464
253,33.69582551514034
254,40.18028195417525
255,21.41308266133709
256,36.38536870800994
257,41.45774331466083
258,17.770261329354117
259,35.937348063294195
260,42.2960438391411
261,18.30671437112101
262,29.030263144247385
263,23.073062782466536
264,22.09842763406321
265,49.69719925316607
266,18.57220746158409
267,39.64825187520172
268,17.660309717334247
269,49.3241448555286
270,20.052886454974765
271,41.96844016689788
272,37.996060494632076
273,52.261571416241814
274,19.066806083071153
275,25.262526164410197
276,22.590564593325503
277,46.85268266775899
278,25.971004174522577
279,32.84525886027755
280,34.518447831887144
281,39.75557306663889
282,33.674197098604466
283,20.777732403450052
284,51.193121470906874
285,23.60111599871514
286,32.57672134600236
287,16.75768598347867
288,40.862325041996755
289,49.38978859663566
290,39.748689411486055
291,16.36836051991003
292,17.823376302879872
293,26.290845931206476
294,29.995011987989358
295,21.2966638676746
296,61.01554329783584
297,52.777504943818215
298,15.391215058665919
299,46.909370621717684
300,20.582524985665735
301,40.90246443445817
302,23.328503128587908
303,12.433056666287507
304,30.13101941227425
305,25.575932057475953
306,50.96575086164227
307,32.77908578849645
308,16.84536817881361
309,47.191739693459056
310,52.44770246244109
311,53.839171537252994
312,38.497970189038824
313,34.85332641970727
314,40.31929819070301
315,22.539230532925362
316,22.22729998863738
317,42.97664838736378
318,17.767001740397067
319,27.021711150868562
320,27.462567834753962
321,44.92163766963781
322,31.681757387337754
323,22.14693837248507
324,43.41287679856704
325,27.9425758744582
326,25.143295354689513
327,19.1692258868669
328,53.40376094896385
329,31.498771208208876
330,28.806502752506695
331,51.20119750972597
332,21.88822013431807
333,47.79423130498175
334,20.726234240429825
335,39.81587904067245
336,37.036539908913895
337,28.55233741534578
338,13.31749536142208
339,29.120493338657347
340,26.808181521871617
341,30.67653727117282
342,38.41158106343324
343,31.131536367513256
344,48.39503593550667
345,35.7402160373271
346,44.02737318168312
347,45.58655120560671
348,42.77386897871098
349,51.72729145871616
350,29.402347586196193
351,17.491521713722072
352,26.198319189280376
353,20.9768373546136
354,49.3543067108026
355,33.7414565849492
356,41.370105972776216
357,29.30661579513272
358,33.00536453299634
359,43.359509747901456
360,34.49168915247214
361,33.745571777387056
362,26.61829692483419
363,30.417213643222247
364,50.580065335679464
365,16.02492400908138
366,29.078992211875956
367,32.92482393022105
368,20.37727535023864
369,21.760408759482782
370,41.06674690106523
371,36.88753028049477
372,14.099308823553592
373,30.537562108579124
374,36.61252679345057
375,39.4641793465714
376,14.73757272914719
377,28.253508223367398
378,30.20022649890582
379,32.66485500387765
380,42.59441697696417
381,18.53220948727755
382,37.26942665054788
383,16.61413939362975
384,24.220399722314724
385,36.53667533877134
386,23.986355234842826
387,22.761321169480414
388,30.79311046912244
389,35.0683797830073
390,35.17060329877756
391,15.496184046234577
392,17.159279224440972
393,47.478404411962615
394,36.22946524423236
395,37.54293198545586
396,45.013864178894266
397,28.18934300576406
398,28.686777062625723
399,37.0003070024798
400,13.730663048226981
401,30.652105625040498
402,21.094008262583603
403,44.22395957976386
404,46.4807118131663
405,38.04334812930488
406,44.09368477028717
407,28.904067323013003
408,21.9519116206234
409,53.103888039868515
410,26.31204357724446
411,42.95950472350866
412,41.23618085970127
413,41.49333372464161
414,32.57115907668004
415,27.81591407325432
416,39.899795746999374
417,38.324099312626174
418,18.804697418412335
419,36.12800997856078
420,41.640303216143266
421,34.457867305405344
422,13.529342942003025
423,20.530397666482806
424,38.891339757844726
425,24.116556602144378
426,42.367266126723834
427,29.2331474668376
428,29.992567992300398
429,40.92487152473909
430,30.272749976800853
431,31.517999812286973
432,37.84449736347629
433,41.68182497818351
434,36.85744531841917
435,24.77790908123735
436,37.55348236267973
437,29.28928338372992
438,33.19434576885163
439,18.254373144536594
440,38.844989742904524
441,18.947554667439118
442,42.367738651648665
443,20.754323929095534
444,34.87142125075168
445,22.005575904152956
446,36.36332392814674
447,26.153215553916667
448,24.078202097850262
449,49.842103559455914
450,34.598796989081876
451,36.89394131368349
452,33.295837188846775
453,26.440808527045895
454,26.58575334374872
455,40.08477519496729
456,29.538023783823597
457,55.132184343985166
458,43.47069102577249
459,19.6833839270049
460,30.52946425271142
461,39.4480684894619
462,36.83133665892436
463,55.83907172108239
464,39.27261891610129
465,27.17065387663307
466,17.4730985457961
467,15.989940360791218
468,48.05003655976259
469,50.02227674241428
470,40.42094117093107
471,29.288214079692878
472,48.06866716625133
473,31.307932927029015
474,30.41519141540683
475,8.683407845243327
476,45.64243305250088
477,28.554609560405428
478,20.214783943126594
479,37.48058274050421
480,11.681340320986855
481,37.092978957327766
482,51.19949742900583
483,25.795244278379663
484,40.01658053217767
485,27.117542069417528
486,48.728515922943764
487,39.41204493512061
488,35.391672228293885
489,27.71734699144499
490,39.79335475182336
491,43.16468868386623
492,40.24146350284136
493,26.733899054496014
494,37.639406395550864
495,36.572206070813515
496,22.084262236933625
497,29.00585630077267
498,50.01404825583404
499,30.07159846578098
500,37.80038478805959
501,18.46234298882022
502,32.56479754580053
503,36.216829000333874
504,15.547086848081612
505,52.29618052351402
506,25.283395228262926
507,32.14840232887616
508,13.969625671115711
509,30.577826304194808
510,53.48294225331902
511,21.975287927259572
512,49.451871303912625
513,38.63990601707024
514,40.27355799142994
515,30.711491516720862
516,38.70286260127655
517,39.16544051278562
518,27.68268310590534
519,16.397946816368545
520,46.64226003882488
521,25.232176421329747
522,51.68017841022009
523,39.566623809757786
524,22.8833478028372
525,13.73215243626458
526,23.153729317156312
527,37.8507704951098
528,38.19982750550378
529,41.9768748236615
530,34.60721117772238
531,43.25803175098531
532,37.50579177580656
533,44.07323512957625
534,18.160617793951122
535,39.802572619122984
536,37.07526667543774
537,24.72347607943712
538,47.75157711818179
539,26.36393954653792
540,45.057895291335484
541,24.632469118866375
542,26.47345507291167
543,49.35554832308949
544,27.52903077344692
545,34.23536062079269
546,37.9335933085335
547,54.942653306653014
548,37.72338844528218
549,46.31350113781778
550,26.039203368240997
551,38.944937396051394
552,15.428819008882803
553,17.764524764006413
554,29.416597412727544
555,42.80020579446203
556,40.53179235378636
557,45.126393074670005
558,23.629489816304634
559,29.440153282284605
560,19.806219382828285
561,26.318303350020955
562,20.821013942127856
563,19.229164319164838
564,50.087701261724106
565,25.9819246442133
566,34.01596306139672
567,17.82070182301247
568,33.205515511144995
569,40.39379613470503
570,41.37592474255876
571,29.062522365460154
572,32.3211961548548
573,22.097825151839597
574,49.3359536931061
575,29.582021278424122
576,19.309916243187235
577,41.157416428482826
578,43.598835242819895
579,43.83228982669932
580,31.972633943508132
581,35.04092450177521
582,43.065994541747756
583,26.03654566448072
584,50.205993840947926
585,47.30282371330212
586,54.06301020914888
587,30.058064184379766
588,20.437458012492097
589,18.4531925564831
590,15.199118171794545
591,32.7906469800195
592,37.645267019008564
593,34.09015898773041
594,50.266105249104015
595,42.568138353035124
596,32.42566720768148
597,28.510045045703535
598,19.60077511493185
599,53.190643611488234
600,32.32222682155009
601,48.34349901386471
602,41.99273163667101
603,35.593843084436784
604,34.19776737267819
605,46.93732166526511
606,27.047459547510122
607,11.723736097168377
608,41.02181347230216
609,36.39014721861527
610,37.773423323322035
611,29.133858008278317
612,34.47103524271212
613,39.432401945079256
614,21.465064083705975
615,30.963072200821728
616,42.57308143782868
617,12.74614356670495
618,21.439832940275064
619,53.16164772558144
620,37.51869787350272
621,34.66922991880092
622,55.65177134016161
623,41.78524460306315
624,22.402312945653456
625,33.269805414469715
626,31.95438729782732
627,27.252313542607453
628,10.870816851470693
629,21.37035052255424
630,40.69701846233308
631,21.63877422530226
632,58.022110423959475
633,20.60934601584935
634,32.00402339868732
635,19.919319490581994
636,31.324561394731482
637,42.59921764758367
638,19.338886177754016
639,37.85414040354938
640,33.05947413065822
641,27.79882330299683
642,49.29578610681097
643,9.365232353294541
644,49.27423434912515
645,34.69631908505012
646,24.69967904576942
647,12.7032964484282
648,48.14731719713286
649,29.74062014604266
650,41.752394569409894
651,23.86966534792694
652,15.3302139007744
653,45.42884106896147
654,46.02371092565269
655,18.52030749333774
656,24.390471488977724
657,6.615687212926288
658,22.325509013881888
659,36.816425765976575
660,26.37622472481596
661,34.58047083586973
662,20.73325968556293
663,35.16293211596749
664,40.24053384212944
665,18.495449601982887
666,36.81918316971254
667,28.941697100263866
668,40.15304785707086
669,36.06932482870711
670,50.76702076583254
671,48.96892372891209
672,34.45631389851415
673,37.71488200454511
674,39.607654244994784
675,9.14483257506396
676,38.42911319652029
677,19.867584524617328
678,7.105846730695019
679,35.47837373615081
680,47.78240265663213
681,18.427213878235364
682,22.450674800541897
683,47.98414158629005
684,40.1322272787167
685,24.098529084642323
686,28.17365645467794
687,21.503967154129715
688,17.48770650397645
689,25.232533293214185
690,25.648985050792696
691,31.067935979989578
692,34.555716021942985
693,19.268883978687676
694,20.82792449638609
695,48.34788182584054
696,48.038017813440916
697,24.2890992636416
698,41.91030071575915
699,42.31652669653851
700,13.854383607336333
701,35.40811289161087
702,32.05531791921701
703,35.7635583191533
704,22.126541156344132
705,36.08483135008681
706,11.295847224562447
707,34.66966505277372
708,26.932579179269084
709,37.19958971270335
710,34.599662000469465
711,39.55876939745181
712,31.66773995386319
713,44.31459373928928
714,25.51979422371138
715,49.99352918197772
716,45.171125400077386
717,39.841761748182016
718,22.573784248500495
719,14.183149969912266
720,27.27981427671721
721,23.058753772934644
722,45.362952550094235
723,36.44136812176558
724,37.681209884234974
725,38.863339739168666
726,33.335436830255254
727,50.37431990966452
728,38.81557120685983
729,29.814833857718263
730,22.091851223125534
731,29.95004929385425
732,10.369663036609435
733,42.81541332882331
734,20.126543633483394
735,35.661136904811634
736,46.084169888863975
737,33.20295830864302
738,40.23804365740165
739,24.19816427767138
740,38.99507696908968
741,44.686977943921924
742,34.560460345066076
743,30.278972395342457
744,46.68999107495548
745,7.335100905425902
746,31.172333119059687
747,20.150258139281807
748,32.87017206052346
749,27.234036114362745
750,50.6116898149726
751,17.731278224712113
752,40.26132547075348
753,29.135808405760898
754,51.48956167411641
755,30.57110878146696
756,16.16358074834277
757,28.431497295529503
758,37.9745138987675
759,49.61696642627748
760,37.60455325419771
761,34.52537173900819
762,10.261070881949472
763,43.84453754134653
764,15.292556556753615
765,55.803177140693535
766,30.113176998643482
767,32.62054323993844
768,20.004714657067737
769,39.37040262155158
770,48.329944354031916
771,32.30000754549675
772,60.98170079851752
773,40.17246765227793
774,37.47982955487362
775,27.744663165262146
776,28.394433447204154
777,25.500011108867433
778,40.04277847612358
779,48.52189101792296
780,20.792754806136106
781,39.99449881314065
782,30.9167363768163
783,16.05277438476044
784,26.958044194853578
785,28.63155931528555
786,26.994014657863865
787,39.53932797527073
788,51.99196424079188
789,38.64137877289894
790,15.26860222273292
791,15.336172532560319
792,40.85722806862348
793,34.99394341126064
794,43.94369788035645
795,19.886427214944856
796,25.53603984071777
797,43.38048753016048
798,30.13707420797035
799,26.9571045429537
800,37.84287222490882
801,44.043828102330735
802,20.014715192523273
803,28.598598209186328
804,5.629997773156431
805,39.25810951515944
806,19.180351938875667
807,22.885480901629904
808,18.211482350761273
809,22.150209927365665
810,49.28638720308607
811,33.58593961223247
812,21.954819654657584
813,33.29833878949513
814,37.777212217415574
815,26.853600402018692
816,32.88328321604391
817,50.73346834906934
818,44.364021115124444
819,36.35147354880619
820,51.27673408425432
821,41.4947801743961
822,20.616364207800896
823,24.671340891761172
824,39.53012000425226
825,41.50026286530937
826,47.925273323150876
827,42.00509028224468
828,31.905694647206705
829,30.536192571990313
830,33.007956793707976
831,38.69860476967806
832,35.02891966896499
833,38.354841722196376
834,10.648058514691549
835,35.2303577506191
836,30.387604895895898
837,52.26922680861151
838,37.55677114742848
839,31.169443094365313
840,45.481297487515775
841,50.81078540875454
842,40.9754307976514
843,48.96062571409453
844,44.13934161713942
845,47.93115616412155
846,21.415291886951707
847,36.663238973969484
848,47.2276711088728
849,36.93502235393733
850,23.024390522397088
851,34.73173533754003
852,31.158538012960094
853,37.74054195354297
854,39.29430088325053
855,15.836654853299283
856,46.57023533856675
857,35.1464665755208
858,4.282443605548231
859,47.270399257046535
860,29.745699859141403
861,17.467814989344387
862,38.758012865948416
863,40.7891753014178
864,51.71441672851149
865,6.830710511155566
866,51.0290716681793
867,28.28414553100608
868,23.89916854483737
869,45.51328707014129
870,52.84089090062835
871,21.18155650157763
872,51.30551814262558
873,40.66059281059749
874,27.33428893006645
875,42.11155631706973
876,42.989899918331346
877,21.24474809033609
878,47.58790053790368
879,14.090147927504205
880,50.56905636139132
881,26.183726540069955
882,33.09590789090882
883,49.742043600243605
884,37.90283469848028
885,34.247784581364144
886,13.65003935429823
887,24.606791989675873
888,28.988680874437456
889,29.260594835347852
890,15.953449635338933
891,24.836747105318615
892,8.44615010340014
893,22.577588164937616
894,35.84709780118327
895,18.576124293314606
896,42.63188104279321
897,25.947041885943825
898,36.243324611013904
899,47.31728077306073
900,38.12007991873199
901,26.35625801928385
902,43.877075328852044
903,30.338544385151103
904,29.86075990964052
905,41.472967594314255
906,43.34125149758279
907,49.69108873829407
908,50.631909286979614
909,24.153320022830158
910,29.69718076887147
911,29.259895115959146
912,34.58121607249039
913,37.556544267118774
914,45.343191385783356
915,40.87188725919633
916,47.69171312088339
917,23.567095550223844
918,21.2650228292544
919,40.415091207675886
920,31.15166633714933
921,29.509147412701054
922,30.00202995425861
923,27.503287075245105
924,19.933715767562827
925,24.660481313875522
926,26.764193512444923
927,25.66681072295213
928,50.342744724443286
929,32.18483779000999
930,22.018758320157175
931,30.70510175911247
932,47.096493856885814
933,39.27020773876067
934,29.429028736925737
935,34.469057447008204
936,51.34893139304291
937,18.3583835093693
938,48.807500615901155
939,23.088583841721213
940,35.77652248075774
941,52.230550046296855
942,54.107413748306946
943,24.780690190021545
944,42.02855243378209
945,39.40160073628992
946,18.066996302024844
947,23.729457442938738
948,47.34103948837247
949,28.926713243440233
950,35.039955509042414
951,17.389680401332722
952,16.430658678129106
953,34.74167978934929
954,42.340400913908084
955,44.457716808834306
956,29.513627631890266
957,41.98008039562885
958,30.23258546638292
959,40.06799874608112
960,49.267911327707964
961,37.6830038061446
962,50.667625285924125
963,36.84559135529679
964,30.609812336293146
965,44.97828961042502
966,38.281286389718986
967,43.45600880485352
968,28.745631436543803
969,47.75699624074886
970,38.075291778411035
971,39.34218413431766
972,19.31860691478955
973,53.87072441584954
974,55.651245960521436
975,39.90240677094005
976,27.31693755655775
977,40.40650974786766
978,30.887364766853366
979,34.73596631318199
980,38.376941219824275
981,33.193580296788184
982,13.218169902902424
983,23.347847760460873
984,44.14501754262769
985,33.2721896021
986,40.06718758675182
987,13.35309032981603
988,33.15250091531853
989,25.776833533796086
990,33.41771256828774
991,12.910253606483904
992,48.86693745853038
993,25.358358876397084
994,51.75840122260778
995,33.81981843100061
996,50.660833231599185
997,16.498735850920664
998,24.985864370478765
999,30.52429200665662
1000,29.11569675086217
1001,40.80639205885993
1002,31.457722135459875
1003,19.197262916862933
1004,29.98387269703734
1005,28.890584708328888
1006,38.63683179351719
1007,27.61987970539451
1008,49.6470608514002
1009,29.722796096619298
1010,30.497889877991824
1011,32.34444131013997
1012,27.52728882382172
1013,48.40740618785401
1014,48.245403307619114
1015,35.70497163837054
1016,19.28371636948601
1017,51.959584408421186
1018,18.743405749302926
1019,51.03088050266708
1020,39.704311913964574
1021,35.75686041154185
1022,23.305549451441447
1023,22.311106948247424
1024,29.846397257140403
1025,26.732379611689595
1026,35.7831841009717
1027,20.336365428104443
1028,25.385241864571064
1029,34.28989136627972
1030,37.69615353386025
1031,34.6016159579567
1032,33.35543856384696
1033,30.060440445699214
1034,9.982980381657711
1035,49.08275052011118
1036,35.351519420036354
1037,23.190620719215236
1038,54.4619844757361
1039,31.788752222226847
1040,36.987666146170255
1041,23.735375502747274
1042,47.365065993407185
1043,44.803205257484606
1044,32.76356060298757
1045,50.78352233905512
1046,59.92625888322053
1047,34.14802881010761
1048,12.809429561932083
1049,46.18417169085524
1050,39.763509700549285
1051,35.028808135106296
1052,55.215345850407815
1053,49.88076996813538
1054,24.12519711119873
1055,36.941334812502326
1056,23.697632161066963
1057,19.566386636561475
1058,25.561401936889894
1059,34.663915502650795
1060,18.510206380718557
1061,46.69023743979454
1062,20.59337489950364
1063,24.89256080730289
1064,29.620071847358403
1065,32.3679536859423
1066,50.078738045156854
1067,36.40514077657797
1068,35.02031151828743
1069,40.87402619519703
1070,41.23960089829175
1071,38.947527201023036
1072,22.639435137103785
1073,24.145505548983806
1074,44.2911163693216
1075,29.14121958011699
1076,29.138763586825256
1077,19.06475759928327
1078,47.688557860738804
1079,13.496795696901678
1080,22.612605934081937
1081,37.633485842692025
1082,43.76470053132062
1083,23.06051846566546
1084,50.095340859558895
1085,40.23119646794667
1086,22.861474859713
1087,31.672693771549767
1088,40.12027427293419
1089,32.254481779339386
1090,25.28839512072242
1091,47.73510456087669
1092,25.555547307849437
1093,27.63860375510155
1094,38.23571779837815
1095,23.49855646234799
1096,25.550817658243986
1097,31.096305172352025
1098,28.714292052694233
1099,52.9461974824648
1100,47.11973776320234
1101,31.35325973952783
1102,44.35360497481091
1103,38.36663994555075
1104,39.60655222641394
1105,48.58638867393654
1106,35.46318034036881
1107,41.30554731474898
1108,34.381869384531235
1109,44.099869442656264
1110,44.14416069336677
1111,31.158204908354605
1112,32.386317684985954
1113,20.809167914902723
1114,56.92022941509352
1115,34.75692826393308
1116,25.085237243799
1117,37.66648173132441
1118,22.142458252645177
1119,31.63330797062779
1120,36.58536048330123
1121,43.540697179761345
1122,18.867182434989935
1123,25.73110406095022
1124,15.654179749009916
1125,28.416392114565884
1126,35.72558857677578
1127,23.54184817171288
1128,10.168896218123532
1129,40.919108695618796
1130,11.076738340704845
1131,19.588668860906072
1132,23.42035450614584
1133,44.771717762147475
1134,48.60451174292089
1135,40.5814599331708
1136,34.962841508749705
1137,41.02009283210731
1138,31.154598694470025
1139,35.35403682184419
1140,19.542600572426696
1141,33.80240716462582
1142,36.23827612867547
1143,45.57170143768396
1144,45.56197278250925
1145,48.7737545460576
1146,39.856194131434236
1147,24.158758200457093
1148,10.735329121733965
1149,46.587792851759986
1150,12.177608704253274
1151,43.52396353372738
1152,33.39665202328727
1153,52.893212718543346
1154,41.899047413871955
1155,52.22540178518023
1156,22.704620919060286
1157,37.29748415071011
1158,40.185323256259665
1159,40.51755950521169
1160,39.88730013926163
1161,41.68925586141751
1162,25.89859733441333
1163,52.7916650036989
1164,14.336865671396284
1165,52.01386524420169
1166,20.662112539697233
1167,59.86686429797947
1168,37.65858094817024
1169,29.677540335086825
1170,41.93393830491149
1171,45.813214142806515
1172,33.30511540294876
1173,22.302685112569154
1174,42.04553082857602
1175,54.05739486756205
1176,30.905243236245028
1177,37.09146418780624
1178,49.84369441752946
1179,24.183745415086698
1180,35.41645392695421
1181,41.3619819662904
1182,31.73683556783685
1183,37.66554702205349
1184,28.246613582312918
1185,22.681277041734717
1186,48.209737935321236
1187,39.43993508077792
1188,43.24144493335336
1189,22.855314218757872
1190,30.630257395907915
1191,32.59514020587912
1192,37.62998326708496
1193,48.54861239076457
1194,17.850804326737254
1195,37.9762968127701
1196,20.218001793040816
1197,45.19494106975466
1198,28.856020354450983
1199,40.207024539958056
1200,31.545727630492124
1201,49.62195108064258
1202,43.483073222837405
1203,31.103556971472067
1204,47.267546600526344
1205,20.817682935248655
1206,46.633656521457794
1207,29.57983525595906
1208,32.96826284553567
1209,28.204478998598987
1210,34.88246058382181
1211,19.52842374759754
1212,30.001088037475185
1213,28.16847864999066
1214,46.38337894022719
1215,38.93947131502483
1216,38.09029926030942
1217,47.10701960904692
1218,47.84599373808779
1219,25.98836798996841
1220,53.021114079771635
1221,17.584688945745977
1222,23.188474118883683
1223,42.76394152669161
1224,23.714496280747824
1225,19.634127866920345
1226,28.368657916895774
1227,20.397121925597578
1228,36.18052361862472
1229,36.23226569606428
1230,30.99545408097162
1231,28.650146471259475
1232,18.670529687268452
1233,37.9761082211906
1234,20.145674137441016
1235,37.91406853333298
1236,18.304444085778083
1237,38.1192775516332
1238,44.52415387966241
1239,22.090456536123654
1240,46.54203531306571
1241,49.34495996359423
1242,43.85919703724717
1243,24.943039949787302
1244,51.149896296239476
1245,52.70554521923671
1246,31.846537469881753
1247,48.05012469244057
1248,32.01575532068119
1249,22.397129862566032
1250,33.85455818474479
1251,33.580817915652794
1252,21.835367498362846
1253,24.22600156124141
1254,49.53949627509031
1255,17.606937466853136
1256,36.37750256132564
1257,32.36347857683449
1258,39.17885996621537
1259,44.70338434681396
1260,26.203217209639426
1261,21.99120574979863
1262,20.21304070614117
1263,53.95122474986453
1264,38.37687783515548
1265,19.786911121263305
1266,12.360189444163197
1267,23.664260663551026
1268,33.00953900735959
1269,27.00130895023358
1270,24.047740023876138
1271,30.087351341567988
1272,32.25661527526692
1273,31.593555146423654
1274,26.249868756468675
1275,18.183423508655856
1276,33.59451156392204
1277,47.74611431351882
1278,42.454521153754165
1279,47.647847866039626
1280,40.20964053166817
1281,38.046908764234004
1282,13.168423977751557
1283,29.251700686201875
1284,45.84151267392144
1285,50.69245839838263
1286,36.51500531981661
1287,22.66914819905798
1288,29.146181205134837
1289,24.425879049761264
1290,40.79808922604522
1291,26.956601622386422
1292,16.817983503685273
1293,34.198170383175515
1294,50.71904543679064
1295,47.524050128567396
1296,19.1519197730545
1297,20.933106351323946
1298,27.539190118497128
1299,20.005287513642095
1300,36.29153755350065
1301,31.42125342151218
1302,34.543899293521406
1303,37.96214588953889
1304,38.94294764776559
1305,36.803551151499285
1306,21.88036817079338
1307,32.79779870113131
1308,48.19669775579034
1309,26.738718601502498
1310,14.23655682634454
1311,38.03962146460157
1312,51.281512148853
1313,26.884294478373448
1314,38.21711252587876
1315,47.41647774517321
1316,31.736543720706706
1317,36.399231569186696
1318,29.116465428596747
1319,26.82663917019958
1320,18.157806451054835
1321,34.34734891283545
1322,38.519196291050136
1323,22.197434579013965
1324,55.84985058328479
1325,27.802501046537067
1326,19.839995938223066
1327,35.935642576229455
1328,22.972689538377967
1329,19.65191337949375
1330,48.24998838718061
1331,37.27304517656749
1332,24.015730205150895
1333,44.49212126846747
1334,20.299278534359964
1335,35.87785144705485
1336,28.74709721286844
1337,21.149750504492513
1338,29.38661528460633
1339,38.60786766096962
1340,34.40175899279255
1341,38.697388120392944
1342,22.881434427936455
1343,31.467304300314062
1344,30.494254549710327
1345,30.477546033531496
1346,18.059551801432416
1347,53.66720618572774
1348,31.79471833450834
1349,21.81258430686155
1350,44.72751507103751
1351,51.7328972809956
1352,38.14550894740317
1353,27.022575055919816
1354,56.933798935253776
1355,15.69005119914134
1356,38.973433451787486
1357,41.44704696423475
1358,48.72963950660132
1359,43.12806992003481
1360,12.255383856498897
1361,30.50073100457898
